a man sits on a toilet while working on his computer at his desk,a man sits on a couch at a computer on his computer,"76.27,"
a man sitting on a chair in front of a computer,a man sitting on a couch in front of a computer,"87.5,"
a man sitting on a toilet in front of the computer,a man sitting on a bench in the front of a mirror,"77.78,"
a person sitting on a toilet while operating a computer,a person sitting on a bed while a dog on a mirror,"59.76,"
a bathroom with a sink and a toilet,a bathroom with a toilet and a sink,"100.0,"
a basic bathroom with a toilet  sink and mirror,a bathroom with a toilet and a bathroom with a sink,"79.77,"
a modern and clean bathroom with a big sink,a bathroom and a bathroom with a sink and a sink,"73.38,"
a bathroom with a white toilet and a white sink,a bathroom with a white toilet and a white sink,"100.0,"
a flying plane with smoke trailing behind it,a large building with many flowers on it,"28.57,"
an old airplane is flying through the sky,an old blue is flying through the sky,"87.5,"
an single passanger in an airplane flying through the sky,an old clock in an open kitchen in the air,"54.01,"
an airplane is flying high in the cloudy sky,an old is in a blue sky in the kitchen,"60.3,"
part of train car with a door to the rear connected to the car behind it,a bunch of a train with a clock next to the water,"50.92,"
this the outside of a train with a slanted striped door,the view of a bathroom with a train station,"50.4,"
a train with a striped door waiting on a train track,a train with a train station a train on top of a beach,"65.32,"
a train on the tracks has a black and white striped door,a clock on the bathroom with a black and white train,"63.25,"
a man is cooking in a crowded kitchen,a man is in a kitchen with a sink,"66.67,"
a man standing in a kitchen preparing food,a man standing in a kitchen kitchen food,"86.6,"
a man cooking in the kitchen in front of the stove,a man in the kitchen in the kitchen of food,"82.81,"
a man in the kitchen preparing food for dinner,a man in the kitchen with food food in the kitchen,"75.0,"
a toilet in a restroom next to a toilet paper dispenser,a bathroom in a bathroom next to a sink in a bathroom,"31.62,"
there is a toilet with the seat up,there is a picture of the bathroom with a dog,"53.45,"
there is a pink toilet seat on the toilet in the bathroom,there is a bathroom with a clock on the floor,"54.77,"
a pink plastic toilet seat in a bathroom,a bathroom with a sink in a mirror,"36.51,"
a rock wall next to a green tiled room,a small bathroom next to a green sink,"46.29,"
split image of inside outside small bathroom window with urinal,a large bathroom of a bathroom with a sink and a mirror,"40.0,"
two photos one of a stone building with red windows and one of a urinal,two vases of a building with a large and white photo of a building,"56.36,"
a restroom urinal mounted on a green wall next to the outside of a stone building,a clock on a wall next to a mirror,"45.29,"
a toilet bowl with no toilet seat in a restroom,a bathroom with a sink and a sink in a bathroom,"19.07,"
a small tiled bathroom with a toilet a trash can,a bathroom with a toilet and a bathroom with a sink,"56.98,"
a toilet in a restroom next to a trash can,a clock in a bathroom next to a small clock,"37.8,"
view from above of a toilet and wastebasket,a view of a bathroom of a person and a bathroom with a sink,"41.93,"
full grown cat laying down and sleeping on top of a car,a cat cat laying on top of a white and a person,"63.64,"
a orange cat taking a nap on top of a car,a cat sits on a black top of a wooden,"53.45,"
a cat napping on a red car in a driveway,a cat sits on a red in a red shirt,"62.99,"
a fluffy cat sleeping on top of a red car,a cat sits on top of a red building,"66.82,"
kitchen area with counter top space and dining room table,a kitchen with a kitchen and some cabinets of an oven,"38.14,"
an old style kitchen with baby blue cabinets,an old kitchen with white cabinets of food,"62.5,"
a fully stocked kitchen with no one in it,a kitchen with a large clock in front of it,"50.0,"
a very clean and cozy looking kitchen that could be in a home magazine,a very bathroom and white cat sitting in a kitchen with a sink and a window,"38.58,"
two lines of motorcycles driving down the road while a crowd watches,two men riding the side of a bike with a clock on a bike,"25.09,"
a street full of people parading down the road,a street with a clock tower on the side of the street,"47.25,"
a lot of spectators  watch a motorcade on washington dc,a bunch of food on a table in a red,"26.73,"
a parade of motorcycles in front of a national monument,a group of men in a field of a bathroom,"52.7,"
a group of older people sitting on a park bench with a dog on a leash,a group of people sitting on a bench with a dog on a bench,"85.71,"
people sit on a bench and wait for a bus,people on a bench and a white photo of a person,"50.0,"
three elderly people on a bench gazing into the middle distance,three people on a bench with a bike in the background,"52.7,"
elderly people are sitting on a wooden bench,a group of people sitting on a bench,"61.72,"
a bathroom with a sliding shower door next to a toilet,a bathroom with a toilet next to a mirror,"72.17,"
a photograph of a newly remodeled bathroom in a home,a close up of a man in a bathroom with a clock,"40.09,"
a bathroom with green walls and a toilet and a shower,a bathroom with a toilet and a sink and a sink,"66.74,"
a bathroom has green walls and a glass shower door,a bathroom bathroom with a sink and a sink,"33.54,"
a toilet on the outside of a building next to a parking meter,a clock on the side of a building next to a building,"66.74,"
a toilet is sitting outside on a sidewalk near a building,a cat is sitting on a table near a building,"66.82,"
a toilet sitting on the street next to a parking machine,a woman sitting on the street next to a building,"70.71,"
a toilet outdoors near a building and an emergency telephone,a clock near a wall and an old building,"53.45,"
a view of a kitchen with cabinets  a sink and a clothes washer,a bathroom with a sink and a bathroom with a sink in a mirror,"43.03,"
a empty laundry room with lot of storage space,a kitchen with lots of different and a kitchen,"23.57,"
a counter top in a laundry room with a tile back splash,a bathroom in a kitchen with a sink and a sink,"22.22,"
a kitchen with wooden cabinets a sink and a dish washer,a kitchen with a wooden sink and a sink and a sink,"70.71,"
the bathroom toilet with the cover up  sink  and bathroom items are shown,the bathroom with the sink and a sink sink in the bathroom,"72.76,"
a very small brown colored bathroom with a white toilet,a small white bathroom with a white toilet and a mirror,"61.72,"
a bathroom with a sink and a toilet near a scale,a bathroom with a toilet and a sink and a mirror,"75.59,"
a brown bathroom with a sink and white toilet,a bathroom with a white toilet and a sink,"92.58,"
several pieces of art and a painting on display,several of different are on a counter and a sink,"50.0,"
the room has a portrait of a lady on the wall and a clock and a few vases can be seen,the bathroom of a bathroom with a sink and a clock on a counter and a sink on a counter,"44.54,"
an office desk with antiques underneath a beautiful painting,an old bathroom with a desk on a desk,"47.14,"
a room with decorations on a shelf and a painting on the wall,a bathroom with a sink and a sink on a white floor,"36.51,"
motorcyclists and a bicycle are parked on a yard,a large and a clock that is on a city,"28.57,"
three people on motorcycles stopped in a parking lot,three people on a bench in a city street,"53.45,"
a couple people on motocross bikes  and a couple other people standing around,a couple of people standing on a green and holding a clock in a kitchen,"54.49,"
several people sitting on motorcycles that are not in motion,several people that are sitting on the sidewalk,"67.08,"
the sightseeing boat streams along the river joined by a plane,the clock is seen through the water with a small clock,"30.86,"
a ferry moved through the water while an airplane flies overhead,a small clock hanging from the air while an open bathroom,"30.0,"
a photo of  a boat with an airplane in back,a photo of a bathroom with an open in the air,"58.93,"
an airplane flies low near a boat on a river,an old clock is in a kitchen with a clock on a counter,"20.41,"
a woman hovering over food on a wooden table,a woman is cutting a large on a plate,"30.86,"
a lady is preparing a table with dishes of food,a woman is sitting at a table with a glass of food,"58.93,"
an older asian woman fixing food on a table,an older woman sits on a table,"72.17,"
a woman standing over a table of food,a woman standing at a table of food,"83.33,"
a marine that is looking at his cell phone,a person that is looking at the camera,"53.45,"
a full dressed marine is looking at his cell phone,a young boy is looking at a cell phone,"62.99,"
a marine in uniform using a smart phone,a man in a bathroom with a cell phone,"33.33,"
a man in uniform is looking at his phone,a man in a kitchen is looking at his cell phone,"82.5,"
a man with glasses riding in a car with an adorable dog in the backseat,a man with a man in a bathroom with a dog in front of a mirror,"64.71,"
a man driving  a car with his dog in the back seat,a man with a dog riding a dog in the middle of his,"63.9,"
a man driving with his dog in the back seat,a man with a dog in the air with his head,"70.35,"
a man driving with his dog in the backseat,a man with a large dog in the middle of his,"70.71,"
a man riding on the back of a brown horse in front of a truck,a man riding a bike on the side of a bike in front of a building,"66.82,"
the woman rides on a horse walks in front of the car,the woman on a bike in front of a building,"68.64,"
a woman riding a horse in front of a car next to a fence,a woman riding a bike in front of a building next to a tree,"70.0,"
lady on horse in front of barbed wire fence,a woman standing on top of a building in front of a building,"44.54,"
a peson riding a bike down a long narrow road,a boy riding a bike down a street at a city,"42.86,"
a person riding a bicycle down a road with trees,a person riding a bike down a street with a clock,"57.14,"
a man is riding a bike down a road,a man is riding a bike down a street,"83.33,"
a person rides a bike down the road,a person riding a bike down the street,"66.67,"
an airliner taking off from an airport runway,an old an image of a clock in a kitchen,"40.0,"
an airplane on the runaway near the roads,an old clock on the beach near the ocean,"66.74,"
a jet airliner sits in front of the runway,a large clock in front of a bathroom with the window,"47.14,"
a large ryanair jet moving on a taxi way at the airport,a large large clock on a wooden table at the counter,"47.67,"
a dog wearing a protective cone around it's head watching tv,a dog wearing a green shirt while wearing a bike in his hand,"28.87,"
a dog wearing a protective head piece looking at a tv,a dog wearing a bicycle looking at a bike while standing in front of a building,"40.82,"
a dog has a plastic protector around his neck,a man is a picture of his hair,"15.43,"
a dog with a clear cone on its head is watching television,a cat with a cat on his head is in his hand,"33.81,"
a man riding a bicycle down a sidewalk,a man riding a bike down a street,"60.0,"
a man riding on old fashioned bike in the park,a man riding a bike on the sidewalk in front of a bike,"67.36,"
a man in on an old fashioned big wheel in the front bicycle,a man in a suit is sitting on an outdoor in the middle of a city,"55.21,"
a man riding an unusual bike along a park path,a man riding a bike while riding a bike,"55.9,"
a cat sniffing an upside down blue bicycle,a cat sits on a train station an open,"28.57,"
a cat sniffing at a upside down bike in a living room,a cat sitting at a bathroom next to a train looking at a sink,"28.87,"
a cat checking out a bike that is upside down,a cat is riding a bike that is parked down,"67.08,"
a grey cat sniffing a bicycle in a living room,a cat sits in a bathroom with a sink and a mirror,"26.73,"
a celebration with cake for navy members stationed in thailand,a table with a stuffed hair up to a baseball game,"11.79,"
two men holding a knife on the cake next to people,two men holding a tennis racket on the court,"55.9,"
two military guys cutting a cake in half,two women sit in a kitchen with a glass,"28.57,"
a pair of navy officers cutting a cake together at a banquet  surrounded by officers and civilians,a couple of women cutting a plate with a fork and a knife in a kitchen,"22.61,"
a boy wearing headphones using one computer in a long row of computers,a boy wearing her hair up of a bathroom with a sink in a mirror,"36.36,"
a group of people sitting at desk using computers,a group of people sitting at a table,"72.17,"
a little boy with earphones on listening to something,a little boy with a dog on a bench,"57.74,"
children sitting at computer stations on a long table,three women sitting at a table with a white on top,"47.14,"
a bathroom with a toilette with it's seat down,a bathroom with a white toilet with a sink,"58.93,"
a fancy bathroom with a clean toilet and piping,a bathroom with a toilet and a sink in the mirror,"53.45,"
a bathroom with a sink and a toilet,a bathroom with a toilet and a sink,"100.0,"
a bathroom with a toilet a sink and a shower,a bathroom with a toilet and a bathroom with a sink,"86.16,"
a kitchen filled with dishes and appliances with lots of cupboards,a kitchen with two different and a table with lots of food,"66.67,"
a kitchen with dark cabinets and stainless steel appliances,a kitchen with a large sink and white cabinets,"53.45,"
a kitchen scene is shown with appliances and counters,a kitchen is filled with a large and sink,"53.45,"
lovely   clean dark set kitchen displayn newly remodeled,a bathroom bathroom with a cat and a mirror,"0.0,"
two adorable birds perched on a piece of bamboo,two men on a wooden of a bathroom,"43.3,"
two  small  colorful birds perched on a bamboo pole dotted with guano,two small small bears on a white bathroom with a large clock,"43.52,"
two birds are sitting perched on a tree limb,two teddy bears are sitting on a bench in a field,"47.14,"
two colorful birds siting on a tree branch next to each other,two bears on a bike next to each other on a city,"60.93,"
a messy kitchen with pots and pans laying around,a kitchen with a sink and some cabinets,"43.3,"
a dirty kitchen with pots  and knives and a stove,a kitchen with a sink and a sink and a kitchen,"61.39,"
a white stove in a kitchen and a blender and bowls,a white kitchen in a kitchen and a sink and a sink,"67.61,"
a kitchen cluttered with dishes and other things on top of a stove,a kitchen with some and cabinets on top of a wooden table,"57.21,"
a man and a woman standing next to a motor cycle,a man and a woman standing next to a woman,"82.5,"
a man and woman stand with a motorcycle  exchanging a trophy,a man and woman with a man on a cell phone,"55.9,"
a man and woman reacting to a motorcycle,a man and woman to a man on a court,"68.04,"
a woman is surprised as a man hands her a trophy while standing in front of a motorcycle,a woman is a woman while a man standing while holding a cell phone,"50.0,"
a large bathroom with an enclosed toilet and a large sink,a bathroom with a large toilet and a sink and a white sink,"75.26,"
a bathroom with a mirror  sink and a toilet,a bathroom with a toilet and a mirror,"91.29,"
a fancy bathroom with a vanity mirror above the sink,a bathroom with a bathroom sink the wall in the bathroom,"60.02,"
a bathroom with a sink a small mirror and a toilet,a bathroom with a toilet and a bathroom in a bathroom,"62.9,"
an office desk holding multiple computers and various supplies,an old man with a cell phone and a mirror,"23.57,"
a busy office desk holds a laptop computer and a desktop computer,a desk with a laptop computer and a laptop computer,"72.73,"
an office with both a desktop computer and a laptop computer,an old bathroom with a laptop and a computer computer,"76.28,"
a cubicle with several computers on desks and sports flags on walls,a kitchen with a large sink and some on top of a counter,"35.08,"
a man wearing a striped suit standing next to butcher knives,a man wearing a red shirt standing next to a man in the background,"55.47,"
a man putting a bottle in his jacket in the kitchen,a man in a bathroom in his hand in the kitchen,"77.85,"
a man in the kitchen putting a bottle in his blazer pocket,a man in a kitchen in a kitchen with a mirror,"60.93,"
a man is putting something in his jacket by knives,a man is in his hand while a man in his hand,"55.0,"
a woman sitting at a table while holding a pair of scissors,a woman sitting at a table holding a pair of scissors,"94.28,"
a woman sitting at a table holding up a pair of scissors,a woman sitting at a table holding a pair of scissors,"94.28,"
a woman smiles and holds up a pair of scissors,a woman and a woman up up of a man,"63.96,"
a woman holds a pair of scissors at a table,a woman eating a pair of food at a table,"71.43,"
an old picture of a family on their farm,an old picture of a person on a bed,"66.82,"
a picture of an old western family and their horses,a picture of an old old and white photo,"63.25,"
a family stands outside their home by horses,a couple of two walking down a street,"0.0,"
a computer manipulated image of a man  woman and children on a farm,a man and a woman of food and a man on a white table,"59.16,"
a bathroom with two urinals and a sink,a bathroom with a toilet and a sink,"73.03,"
men's restroom with toilet and urinals along tiled walls,a bathroom with a large sink and a sink,"23.57,"
white stalls installed on the walls of a men's room,a white photo of a bathroom with a sink on top of a sink,"35.63,"
a public bathroom with two urinals on a wall  and sink with a mirror over it on another wall,a bathroom with a wooden wall and a mirror with a mirror on the wall,"72.39,"
a kitchen cluttered with dishes with a stove and oven,a kitchen with a kitchen with a large and a table,"66.74,"
kitchen sink and countertop with kitchen appliances on it,a kitchen with a stove and a kitchen with a table,"63.64,"
a dimly lit kitchen with a stove and sink,a kitchen filled with a sink and a sink,"66.82,"
a dark image of a kitchen with the sink light on,a kitchen with a large sink of the kitchen on a table,"70.35,"
an airplane flying in a blue sky with it's landing gear down,an old in blue sky with a blue sky and a blue sky,"56.58,"
a large passenger plane is flying through the sky,a large large is flying through the sky,"82.5,"
a large grey airplane flying through the sky in the daytime,a large large blue flying through the air in the sky,"77.15,"
an airplane flying across a cloudless sky with landing gear down,an old person is flying a large with a clock on the sky,"38.14,"
a wooden bathroom with a wooden toilet next to a window,a bathroom with a wooden toilet next to a mirror,"83.67,"
a wooden outhouse has a pretty white window,a picture of a white bathroom with a white sink,"27.22,"
there is a wooden bench in a wooden room with a window,there is a small bathroom in a bathroom with a wooden wall,"54.55,"
an outhouse is shown with a toilet and window,an image of a person with a sink and a sink,"33.54,"
dog in parking lot and on a leash,a man in a bathroom with a red and a clock,"28.57,"
a dog tied up to a vehicle at the parking lot,a dog riding a bike at a bike in the middle of a building,"28.87,"
a little dog next to a motorhome and motorcycle,a little boy next to a dog and a dog,"75.59,"
a dog standing on the street next to an rv and motorcycle,a baby standing on the street next to an umbrella and white,"72.73,"
man on a bicycle riding on the road next to a river,a man on a bike on a bike next to a bike in the background,"52.98,"
a person bicycles along the edge of the road overlooking the river,a person is parked at the side of the street in the background,"62.88,"
a man peddling a bike along side a lake on the road,a man riding a bike on a bike near a bike,"46.23,"
portly bicyclist proceeds along the highway beside a shallow river,a clock tower with a clock near the background,"11.11,"
a girl sitting on a bench in front of a stone wall,a girl sitting on a bench in front of a mirror,"82.5,"
a woman sitting on a bench in a stone alcove,a woman sitting on a bench in a mirror,"77.15,"
a woman in black sits on a park bench,a woman in black shirt on a bench bench,"75.59,"
a young woman in black spotted tights is sitting on a bench,a young woman in a black shirt is sitting on a bench,"84.33,"
three mercedes benz on the top of a train as cargo,three bears on the top of a train station,"67.08,"
vehicles full of materials sit on top of moving train,a bunch of a group of people sitting on top of a table,"57.74,"
a group of vans traveling over a bridge next to train tracks,a group of people sitting next to a train on a train station,"54.77,"
three cars are parked along the railroad tracks,three people are parked around the side of a city,"47.14,"
a man sitting on a parked motorcycle on the street,a man sitting on a bike on the street,"84.33,"
a man poses with his motorcycle outside a garage,a man with a black and his hair,"46.29,"
a man riding a red motorcycle in front of a red garage,a man riding a bike in front of a red building,"74.62,"
a motorcycle rider sits atop his motorcycle and smiles,a black and white dog sitting on a bed,"11.95,"
a birthday boy with car shaped cake and candles on it,a man with a red and a dog on it,"47.81,"
a small boy next to a table upon which sits a birthday cake shaped like a racecar,a woman next to a table with a fork and a cell phone to a glass of scissors,"28.64,"
a little boy standing next to a car shaped cake,a little boy standing next to a red building with a clock,"58.93,"
a boy sitting next to a race car cake,a boy sitting next to a building with a red and white,"50.4,"
a brown dog standing on the kitchen floor looking up,a dog standing on the floor of a dog looking at the floor,"72.76,"
a large brown dog stands next to a kitchen counter on a wooden floor,a large cat sits next to a wooden on a wooden table,"54.55,"
a brown dog in a kitchen with hardwood floors,a dog in a kitchen with a sink and a kitchen,"62.99,"
a brown dog standing in front of white cabinets,a black dog standing in front of a white bathroom,"75.0,"
a bathroom is very colorful with blue yellow and red,a bathroom with white blue and white sink,"44.44,"
a bathroom with two sinks near towel and soap dispensers,a bathroom with two sink and a sink and white,"48.11,"
a colorful public restroom with striped walls and yellow counter,a bathroom with a sink and a sink sink,"19.25,"
a restroom with two sinks and a red colored stall,a bathroom with a toilet and a sink sink,"25.0,"
a collection of photos of an old motorcycle and parts,a couple of an old photo of a man and a teddy bear,"60.93,"
multiple shots of motorbike is shown from different angles,a group of scissors is looking at a counter,"25.2,"
a photo of a vintage motorcycle and its engine,a group of a black and a white sink of scissors,"35.86,"
blue motorcycle shown at different angles and different engine parts,a group of people sitting around a kitchen with a sink and some,"9.13,"
a man sitting in a window ledge with a cell phone in his hand,a man sitting in a kitchen with a cell phone in his hand,"88.07,"
a man in a skullcap sits on a window sill,a man in a white shirt on a wooden table,"42.86,"
a young man holding a phone perches in a sunny kitchen window sill,a young man holding a small phone in a kitchen kitchen,"70.0,"
a male is sitting by a window looking at his cellphone,a man is sitting at a kitchen looking at a mirror,"52.7,"
a little girl in ponytails holding on to a teddy bear,a little girl in a white shirt holding a tennis racket,"47.14,"
a small girl with blue eyes hugs a teddy bear,a small child with a teddy bear in a bathroom,"53.45,"
a pretty young girl smiles at the camera as she poses with her teddy bear,a young girl standing at a table with a woman in his hand,"33.81,"
a small girl and her teddy bear wearing a tshirt,a little girl and a teddy bear in a bathroom,"53.45,"
a refrigerator next to a red wall in the kitchen,a kitchen in a kitchen next to the wall,"82.5,"
a kitchen has a refrigerator and ice chest,a kitchen has a large refrigerator and a kitchen,"72.17,"
a deep freezer and refrigerator are displayed together,a bunch of people are and an open kitchen,"26.73,"
a refrigerator and freezer placed next to one another,a clock and a picture of the street next to each other,"33.54,"
a car driving in an intersection  past a furniture shop,a picture of an old in a bathroom with a clock,"25.0,"
a small compact car driving past a furniture store,a small small bathroom with a clock of it,"25.2,"
a car in front of a furniture shop with a cow,a man in front of a bathroom with a clock standing in front of a mirror,"58.33,"
a street scene with a car passing by,a street with a clock tower with a bike,"43.3,"
a bathroom scene with focus on the toilet,a bathroom with a bathroom with a sink and a sink,"41.93,"
a bathroom with white fixtures  a red tiled floor and a black counter,a bathroom with a white toilet and a white bathroom sink,"54.77,"
a bathroom with a toilet  sink and red tile flooring,a bathroom with a toilet and white toilet,"62.5,"
a bathroom with a small odd shaped toilet next to a sink,a bathroom with a small toilet sink next to a sink,"84.33,"
six people in a boat rowing on a body of water,people in a park on a beach with a pair of water,"55.56,"
a team of rowers row a canoe through a body of water,a man with a bunch of scissors in a kitchen,"22.79,"
a group of people are using a rowboat in the ocean,a group of people are sitting in a kitchen,"62.99,"
six people on a boat rowing in the water,people on a beach in a park with a clock,"40.09,"
a chef in a kitchen preparing a meal,a man in a kitchen kitchen a kitchen,"53.94,"
chef talking to people seated at a bar in kitchen with various food items,people standing at a table in a kitchen with some food in it,"53.85,"
a cook stands at the counter with a cutting board and salad tongs in front of him,a man sitting at a table with a glass of it in it,"29.81,"
a man in a kitchen preparing food with people sitting at the counter,a man in a kitchen with food food at the table,"72.73,"
a group of rescue workers helping an overturned car,a group of people sitting around an open wall,"37.5,"
a car over turned on a city street,a clock tower on a city street,"54.77,"
a group of people are around the upside down car on the street,a group of people are walking down the street on the street,"82.81,"
it is a scene of a crash with a vehicle overturned,a picture of a bathroom with a clock is hanging from a,"37.5,"
a large commercial airplane sitting on the runway,a large large teddy bear sitting on the table,"59.76,"
two commercial aircraft taxiing on the airport tarmac,two men on the floor of a small clock,"37.5,"
an airplane parked in the middle of a runway,an old clock in the middle of a city,"62.5,"
a passenger plane driving along an airport runway,a large clock is parked at an old,"14.29,"
a toilet with an object hanging off of it,a kitchen with an open of it,"57.74,"
a teddy bear with it's face in the trashcan,a teddy bear with a teddy bear in the background,"71.44,"
a restroom with a toilet and sink and a brown object hanging off the side of the toilet,a bathroom with a toilet and a toilet and a sink in the bathroom with a sink in the background,"64.84,"
a very disorganized bathroom with the toilet seat being touched,a bathroom with the toilet and white bathroom,"55.56,"
an empty bathroom with a shower next to a toilet,an empty bathroom with a toilet next to a mirror,"87.5,"
a small bathroom with a window in the wall alongside the shower,a small bathroom with a small sink in the bathroom,"66.67,"
a small bathroom with a toilet and a bathtub with an open shower curtain,a bathroom with a toilet and a bathroom with a sink and a sink,"60.54,"
a bathroom with a toilet and window in the tub,a bathroom with a toilet and a sink in the background,"75.0,"
a four engine jet transport airplane flying low,a small bathroom with a large sink in a kitchen,"0.0,"
jumbo jet comes in for a landing over some trees,a large clock in a kitchen with a clock in a kitchen,"17.82,"
a large airplane flying over a grassy field with trees,a large large clock is in a field with a large sky,"45.64,"
an airplane taking off over a field next to a forest,an old clock is in a bathroom next to a small field,"42.16,"
a bathroom that has been gutted with the shower basin the only thing left,a bathroom with a toilet that has the sink in the bathroom,"62.11,"
an unfinished bathroom with a sink and pipes on the floor,an empty bathroom with a toilet and a sink on the floor,"80.0,"
a bathroom that is under construction with a standing shower,a bathroom that is standing with a toilet and a mirror,"62.5,"
a shower base is installed as a bathroom undergoes renovations,a bathroom is being from a bathroom with a sink and a sink,"29.42,"
a blonde woman sitting on a park bench next to a green bike,a woman sitting on a bench next to a white car of a bike,"70.0,"
a woman sitting on a bench and a bicycle leaning against the bench,a woman sitting on a bench and a man sitting on the sidewalk,"69.44,"
a woman sitting on a bench next to her bike,a woman sitting on a bench next to her hair,"87.5,"
a woman sitting on a bench next to a bicycle,a woman sitting on a bench next to a bike,"85.71,"
two men wearing aprons working in a commercial style kitchen,two men standing in a kitchen with a white and a glass,"44.44,"
two people standing around in a large kitchen,two people standing in a kitchen with a large sink,"80.18,"
chefs preparing food in a professional metallic style kitchen,a woman sitting in a kitchen with a white plate,"26.73,"
a commercial kitchen with two men working to prepare several plates,a kitchen with two cabinets next to the counter,"44.72,"
a park bench in front of a porch in a green grass filled park,a group of people in a field in a field of a tree,"40.0,"
a bench sits on grass overlooking the street,a black and white sitting on a wooden bench,"28.57,"
a park bench casting a shadow on a path,a bicycle riding a bike on a bench in a park,"46.29,"
a bench in the shade on a grassy area,a man in the bathroom with a bicycle on a bench,"53.45,"
a rotten door leading into a restroom covered in filth,a very tall building filled with a clock in a kitchen,"12.5,"
a photo of the camera peeking into a dirty bathroom,a photo of the cat sitting at a bathroom in a mirror,"47.14,"
a rusted door leading to an old bathroom with a hole in the floor,a very building with an old clock in a bathroom with a mirror,"50.0,"
a weathered door that leads to a dirty bathroom,a clock that has a bike next to a wall,"28.57,"
a group of motorcycles parked side by side in front of a donuts shop,a group of men sitting on top of a wooden table with a tree in the background,"37.5,"
five motorcycles are parked outside of a dunkin' donuts,a group of people are sitting around a kitchen,"26.73,"
a row of motorcycles are parked across the street from a donut shop,a group of people are parked around the side of a building,"43.52,"
a row of parked motorcycles outside a store,a group of people sitting around a kitchen,"16.67,"
a chef in a kitchen standing next to a counter with jars and containers,a bathroom in a kitchen next to a sink and a sink with two cabinets,"50.17,"
a chef in a kitchen with jars bowls and machines,a kitchen in a kitchen with a sink and table,"58.93,"
the chef has already canned several jars of foodstuff,the large clock has a large of people,"33.33,"
a chef in a white chef coat leaning on a table with three white bowls,a man in a white shirt sitting on a table with some food on a table,"50.0,"
a urinal is displayed with modern porcelain structuring,a white plate with a clock is sitting on it,"26.73,"
four urinals next to each other with visible piping,a small child with a bike next to a mirror,"37.8,"
multiple bowl like structures are shown with piping,a small of people are sitting around a kitchen with a counter,"23.57,"
four oval shaped urinals and all the plumbing exposed,a group of people standing around a bathroom with a sink and a wall,"10.54,"
a bathroom with a sink  toilet and shower bathtub combination,a bathroom with a toilet and a sink sink and a sink,"70.71,"
a bathroom complete with a tub  toilet  and sink,a bathroom with a toilet and a sink sink,"80.18,"
a bathroom with vanity  sink and toilet  but empty walls,a bathroom with a sink and sink and white sink,"58.33,"
picture of a three piece bathroom that is all white and beige,a picture of a white bathroom that has a white sink and white,"60.3,"
a european street scene with a motorcycle and a car,a street scene with a clock and a mirror,"61.72,"
a motorcycle parked on the street in front of a car,a clock on the street in front of a building,"70.71,"
a motorcycle parked in front of a car on a street,a group of people in a bike on a street,"53.45,"
a motorcycle parked on a narrow street sitting in front of an older model car,a group of people sitting on a wooden in front of an old building,"51.89,"
two large commercial airplanes sitting on the runway,two large teddy bears sitting on the side of a building,"67.08,"
two planes are placed next to each other,two men are next to each other,"80.18,"
two large jetliners sitting on airport runways passing each other by,two large bears sitting on a small counter next to each other,"54.55,"
a pair of jet airplanes stand at rest on a tarmac at an airport,a bunch of different bears at a table with a clock on a city,"33.81,"
a building with a black and gold clock on it,a building with a black and white clock on top of it,"78.26,"
a clock is shown on the top of a building,a clock is on the top of a building,"93.54,"
a large clock towers next to a forest filled with green trees,a large clock next to a large tree with a clock,"63.9,"
a large church clock above a church door on a tower,a large clock tower with a clock on the side of a building,"45.64,"
a group of people sitting around a table under an umbrella,a group of people sitting around a table with an umbrella,"88.89,"
diners at an outdoor patio table at a restaurant beside a city street,a man at a table at a restaurant,"62.9,"
six men sitting at an outdoor table of a restaurant near a shoreline,two men sitting at a table near a restaurant of food,"70.35,"
a group of people sitting around a table eating underneath an umbrella,a group of people sitting around a table eating an umbrella,"94.87,"
a towel hangs beneath a sink in a bathroom,a clock has a sink in a bathroom,"54.77,"
a empty restroom with a white toilet and a sink,a bathroom with a sink and a white sink,"66.82,"
an all white bathroom with toilet and sink,an open bathroom with white and a sink,"80.18,"
a bathroom with a toilet and a sink wit ha towel,a bathroom with a sink and a sink and a sink,"63.9,"
a bathroom with a bath tub near windows,a bathroom with a toilet sink and a sink,"28.87,"
a bathroom with a bathtub and a sink overlooking a blue ocean,a bathroom with a toilet and a sink sink and a sink,"61.87,"
a bathroom scene is shown with a tub and counter,a bathroom is shown with a sink and a sink,"58.93,"
a bathroom with a big white tub with legs,a bathroom with a white toilet with a white sink,"70.35,"
a crowded city street with lots of people walking around,a city street with a clock of people standing in the background,"52.7,"
a man stands outside a shop on the city street,a man standing on a street with a clock in the background,"47.14,"
people on a city street with buildings in the background,people on a street with a city in the background,"94.28,"
a street in a down town area of an asian city,a clock in a city street at a table,"40.82,"
a man stands next to a motorbike on some pavement,a man standing next to a small on a bench,"53.45,"
a man poses next to his motorcycle in a vintage picture,a man in a black shirt holding a man and a white,"31.62,"
a man standing in front of a motorcycle on a driveway,a man standing in front of a bike on a bench,"75.0,"
a man is posing with his motorcycle in the driveway,a man is playing with his hair in the background,"66.67,"
an elaborate contraption on a water faucet for a bathtub,an old clock on a counter with a clock on the floor,"28.35,"
a bath tub with a flexible shower head,a bathroom with a bike and a bike,"15.43,"
bath tub with metal shower head  vanity mirror  and small utilities compartment,a bathroom with a sink and a sink sink,"16.67,"
